アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同行者,宿泊数（全行程）,宿泊エリア（県外）,宿泊数（県内）,宿泊市町村(1泊目),食事の組み合わせ（1泊目）,宿泊市町村(2泊目),食事の組み合わせ（2泊目）,宿泊市町村(3泊目),食事の組み合わせ（3泊目）,宿泊市町村(4泊目),食事の組み合わせ（4泊目）,交通手段（来県）,交通手段（県内）,満足度（交通）,来県回数,訪問目的,情報源（デジタル）,情報源（デジタル以外）,比較した都道府県の有無,比較した都道府県,比較した都道府県の観光地,消費金額（交通費）,消費金額（飲食費）,消費金額（宿泊費）,消費金額（買い物（工芸品・特産品等）費）,消費金額（観光・体験費）,訪問場所,訪問した寿司店形態,訪問したます寿し店形態,海の幸（食べた）,海の幸（感動した）,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所
2025/11/7,山梨県,女性,50代,自由業,3: 600〜1000万円,夫婦,2泊,富山県以外には宿泊しない,2泊,高岡市,朝食のみ,富山市,夕・朝２食付き,,,,,自家用車,自家用車,普通,３回目,友人・親戚を訪ねる,検索,口コミ（家族）,ある,岐阜県,奥飛騨,"30,000円以上40,000円未満","10,000円以上20,000円未満","20,000円以上30,000円未満",使わない,使わない,"新湊大橋, 新湊きっときと市場",食べていない,持ち帰り（道の駅・スーパーなど）,"ブリ, 紅ズワイガニ, ホタルイカ","ブリ, 紅ズワイガニ, ホタルイカ",大いに満足,大いに満足,普通,普通,大いに満足,海産物が美味しいから。,特にない,ブリ大根（ブリの骨まで柔らかくて食べられたから）,観光していない,10,来年もまた行きたい,海産物とお米が美味しい富山なので、それが楽しめる穴場など知りたいです。,富山市
2025/11/7,静岡県,女性,60代,医療機関職員,2: 300〜599万円,夫婦,1泊,石川県,1泊,氷見市,夕・朝２食付き,,,,,,,自家用車,自家用車,満足,１回目,"温泉や露天風呂, 地元の美味しいものを食べる",宿泊施設のウェブサイト,"口コミ（家族）, 富山県観光公式のパンフレット",ない,,,"10,000円以上20,000円未満","3,000円以上5,000円未満","20,000円以上30,000円未満","10,000円以上20,000円未満","30,000円以上40,000円未満","高岡大仏, 富岩運河環水公園",回転寿司店（チェーン店）,居酒屋・レストラン（地元）,"ブリ, 甘エビ, バイガイ","ブリ, バイガイ, 赤鯛、タコ、イカ、カニ",大いに満足,大いに満足,大いに満足,大いに満足,大いに満足,食べ物がとても美味しかった。ブリ、マグロ,山道が怖かった,お刺身,氷見番屋街,10,機会があれば行きたい,とてもゆったりでき、とても美味しい食事で最高の民宿城山さんに宿泊して幸せでした。,氷見市
2025/11/7,富山県,女性,70代,その他教員,2: 300〜599万円,友人・知人,1泊,長野県,1泊,氷見市,夕・朝２食付き,,,,,,,県外から訪れていない（富山県在住）,自家用車,満足,５回目,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",富山県内市町村の観光公式サイト,口コミ（友人・恋人）,ない,,,"1,000円未満","3,000円以上5,000円未満","10,000円以上20,000円未満","1,000円以上3,000円未満","1,000円以上3,000円未満",立山黒部アルペンルート,食べていない,食べていない,"フクラギ（イナダ、ハマチ）, 甘エビ","フクラギ（イナダ、ハマチ）, 甘エビ",満足,大いに満足,満足,満足,満足,自分で調理しなくても、おいしいものが食べれるのが最高。,なし,氷見牛,温泉,8,富山県在住,.イベントとタイアップした企画があるといいですね。,氷見市
2025/11/8,富山県,男性,70代,パート・アルバイト,2: 300〜599万円,その他,4泊以上,住んでいる,4泊以上,射水市,夕・朝２食付き,射水市,夕・朝２食付き,射水市,夕・朝２食付き,射水市,夕・朝２食付き,自家用車,自家用車,普通,１０回目以上,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, テーマパーク（遊園地、動物園、水族館など）, 買い物（アウトレットなど）, ドライブ・ツーリング, 自己成長のために、新しいこと・初めてのことを体験する, 出張など仕事関係","富山県内市町村の観光公式サイト, デジタルニュース","口コミ（友人・恋人）, 口コミ（家族）, 口コミ（同僚・同級生）, テレビ番組, 新聞特集記事, 雑誌の特集記事, テレビ・ラジオ",ある,"東京都, 長野県, 京都府, 大阪府, 沖縄県",ディズニーランド、USJなど,"100,000円以上","100,000円以上",使わない,"100,000円以上","100,000円以上","雨晴海岸, 海王丸パーク, 黒部峡谷鉄道, 黒部ダム, 五箇山, 新湊大橋, 新湊きっときと市場, 高岡大仏, 立山黒部アルペンルート, 砺波チューリップ公園, 富山市ガラス美術館, 富山城",持ち帰り（道の駅・スーパーなど）,持ち帰り（道の駅・スーパーなど）,"ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, 甘エビ","ブリ, 甘エビ",満足,満足,普通,普通,普通,自宅で過ごすため。,観光地へのアクセスが分かりにくい。,氷見牛,太閤山ランド,7,富山県在住,公共交通機関が使いづらい。,射水市
2025/11/8,富山県,女性,60代,パート・アルバイト,1: 300万円未満,友人・知人,1泊,富山県以外には宿泊しない,1泊,氷見市,夕・朝２食付き,,,,,,,県外から訪れていない（富山県在住）,自家用車,普通,１回目,"宿でのんびり過ごす, 温泉や露天風呂",宿泊施設のウェブサイト,口コミ（友人・恋人）,ある,石川県,能登,"10,000円以上20,000円未満","1,000円未満","10,000円以上20,000円未満","1,000円以上3,000円未満","1,000円以上3,000円未満",雨晴海岸,食べていない,食べていない,食べていない,ブリ,普通,普通,普通,普通,普通,温泉がよかった,別に無し,刺し身,宿から海の景色,6,富山県在住,美味しい魚,氷見市
2025/11/8,富山県,女性,60代,無職,1: 300万円未満,友人・知人,1泊,富山県以外には宿泊しない,1泊,氷見市,夕・朝２食付き,,,,,,,自家用車,自家用車,満足,２回目,"宿でのんびり過ごす, 温泉や露天風呂",富山県観光公式サイト「とやま観光ナビ」,口コミ（同僚・同級生）,ある,大分県,別府,"1,000円未満","1,000円以上3,000円未満","10,000円以上20,000円未満","1,000円以上3,000円未満","1,000円以上3,000円未満",宇奈月温泉,食べていない,食べていない,ブリ,"ブリ,",満足,普通,普通,満足,満足,ゆったり出来て良かったです,特にないです,お刺身,特にないです,8,富山県在住,大人と子供が同時に楽しめる場所などがあればいいです,氷見市
2025/11/8,富山県,男性,60代,パート・アルバイト,1: 300万円未満,夫婦,1泊,富山県以外には宿泊しない,1泊,氷見市,夕・朝２食付き,,,,,,,県外から訪れていない（富山県在住）,自家用車,不満,１０回目以上,"温泉や露天風呂, 地元の美味しいものを食べる",宿泊施設のウェブサイト,過去から何度も利用している,ない,,,使わない,"3,000円以上5,000円未満","10,000円以上20,000円未満",使わない,使わない,ひみ番屋街、千里浜,食べていない,食べていない,食べていない,食べていない,普通,普通,普通,満足,満足,,,,,10,富山県在住,,氷見市
2025/11/8,富山県,男性,50代,会社員,2: 300〜599万円,大人の家族（18歳以上の子供含む）,日帰り,,,,,,,,,,,県外から訪れていない（富山県在住）,自家用車,大いに満足,１回目,温泉や露天風呂,富山県内市町村の観光公式サイト,富山県観光公式のパンフレット,ない,,,"10,000円以上20,000円未満","1,000円以上3,000円未満","5,000円以上10,000円未満","5,000円以上10,000円未満","5,000円以上10,000円未満","雨晴海岸, 富岩運河環水公園",回転寿司店（チェーン店）,専門店,"ブリ, ゲンゲ","ブリ, ゲンゲ",大いに満足,満足,満足,満足,満足,天気も良く景色が素晴らしく良い旅行になった,,富山県の鰤,生地　魚の駅での買い物,8,富山県在住,レジャー施設を増やしてほしい,黒部市
2025/11/8,富山県,女性,70代,パート・アルバイト,1: 300万円未満,大人の家族（18歳以上の子供含む）,1泊,福井県,1泊,氷見市,夕・朝２食付き,,,,,,,自家用車,自家用車,大いに満足,１回目,宿でのんびり過ごす,富山県内市町村の観光公式サイト,口コミ（家族）,ない,,,"5,000円以上10,000円未満","5,000円以上10,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","5,000円以上10,000円未満","あさひ舟川「春の四重奏」, 岩瀬エリア, 雨晴海岸, 宇奈月温泉, 海王丸パーク, 黒部峡谷鉄道, 黒部ダム, 五箇山, 国宝 高岡山瑞龍寺, 庄川峡遊覧船, 称名滝, 新湊大橋, 新湊きっときと市場, 高岡大仏, 立山黒部アルペンルート, 砺波チューリップ公園, 富山市ガラス美術館, 富山城, 富岩運河環水公園, ほたるいかミュージアム",専門店,専門店,"紅ズワイガニ, シロエビ","甘エビ, ゲンゲ",大いに満足,大いに満足,大いに満足,満足,満足,満足に越したことは無いと思う,無し,地元の食べ物,遊びは最高,5,来年もまた行きたい,自由で行きたいと,黒部市
2025/11/8,神奈川県,女性,50代,医療機関職員,2: 300〜599万円,ひとり,3泊,富山県以外には宿泊しない,3泊,富山市,朝食のみ,富山市,朝食のみ,富山市,朝食のみ,,,新幹線,自家用車,大いに満足,１０回目以上,友人・親戚を訪ねる,富山県内市町村の観光公式サイト,口コミ（家族）,ない,,,"30,000円以上40,000円未満","20,000円以上30,000円未満","5,000円以上10,000円未満","5,000円以上10,000円未満",使わない,新湊きっときと市場,回転寿司店（地元）,回転寿司店（地元）,フクラギ（イナダ、ハマチ）,どれにも感動していない,満足,満足,満足,満足,満足,,,,,10,来年もまた行きたい,食べ物が新鮮で美味しい,富山市
2025/11/8,富山県,女性,40代,会社員,6: 無回答,子供連れ家族（一番下のお子様が小学生～高校生）,1泊,長野県,富山県内には宿泊しない,,,,,,,,,県外から訪れていない（富山県在住）,自家用車,普通,１０回目以上,名所、旧跡、寺社仏閣の観光,"X（旧Twitter）, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト",テレビ番組,ある,新潟県,妙高,"1,000円未満","1,000円未満",使わない,使わない,使わない,ヒスイテラス,食べていない,食べていない,食べていない,食べていない,満足,普通,普通,大いに満足,大いに満足,ヒスイテラスでヒスイ探しが楽しかった,ありません,ヒスイテラスで食べたメロンソフトクリーム,ヒスイ探し,10,富山県在住,富山県民も楽しめる観光地があれば良いな,朝日町
2025/11/8,岐阜県,男性,20代,学生,6: 無回答,友人・知人,2泊,福井県,1泊,富山市,食事なし（素泊まり）,,,,,,,自家用車,自家用車,大いに満足,３回目,"地元の美味しいものを食べる, アウトドア（海水浴、釣り、登山など）","X（旧Twitter）, Instagram, 宿泊施設のウェブサイト, 宿泊予約Webサイト","口コミ（家族）, テレビ番組",ない,,,"1,000円以上3,000円未満","10,000円以上20,000円未満","5,000円以上10,000円未満","3,000円以上5,000円未満","3,000円以上5,000円未満","雨晴海岸, 富山市ガラス美術館",専門店,食べていない,"フクラギ（イナダ、ハマチ）, ホタルイカ","フクラギ（イナダ、ハマチ）, ホタルイカ",大いに満足,普通,大いに満足,大いに満足,大いに満足,,,,,10,来年もまた行きたい,,氷見市
2025/11/8,神奈川県,女性,50代,パート・アルバイト,4: 1000〜2000万円,大人の家族（18歳以上の子供含む）,1泊,富山県以外には宿泊しない,1泊,富山市,食事なし（素泊まり）,,,,,,,新幹線,"在来線・私鉄・路面電車, レンタサイクル",大いに満足,１回目,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞","YOUTUBE, 富山県観光公式サイト「とやま観光ナビ」",雑誌の特集記事,ない,,,"20,000円以上30,000円未満","10,000円以上20,000円未満","10,000円以上20,000円未満","3,000円以上5,000円未満","5,000円以上10,000円未満","雨晴海岸, 宇奈月温泉, 黒部峡谷鉄道, 新湊きっときと市場",回転寿司店（地元）,食べていない,"ブリ, 紅ズワイガニ, シロエビ, ホタルイカ","紅ズワイガニ, シロエビ",大いに満足,大いに満足,普通,大いに満足,大いに満足,茹でたての蟹が美味しかった‼️,,蟹,,10,来年もまた行きたい,黒部トロッコ列車の紅葉がとても綺麗でした。そして、茹でたての蟹がとても美味しかった。来年もまた来たいと思いました。,射水市
2025/11/8,富山県,女性,60代,定年退職,3: 600〜1000万円,夫婦,1泊,富山県以外には宿泊しない,1泊,氷見市,夕・朝２食付き,,,,,,,自家用車,自家用車,大いに満足,５回目,宿でのんびり過ごす,富山県観光公式サイト「とやま観光ナビ」,口コミ（同僚・同級生）,ない,,,使わない,使わない,"10,000円以上20,000円未満","3,000円以上5,000円未満","10,000円以上20,000円未満","岩瀬エリア, 雨晴海岸",専門店,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, 甘エビ, ウマヅラハギ, ゲンゲ, バイガイ, 牡蠣","ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, 甘エビ, ウマヅラハギ, バイガイ",大いに満足,大いに満足,満足,大いに満足,満足,天気に恵まれ、素晴らしい雨晴の景色を楽しむことができた,,甘エビの寿司,雨晴の景色,10,来年もまた行きたい,魚がとっても美味しい,氷見市
